player_id,player_display_name,recent_team,season,week,opponent_team,is_home,is_division_rival,total_line,team_spread,team_implied_total,rolling_4wk_avg_rb_fantasy_points_allowed,rolling_4wk_avg_rb_rushing_yards_allowed,rolling_4wk_avg_rb_receiving_yards_allowed,rolling_4wk_avg_rb_receptions_allowed,snap_percentage,carries,targets,total_touches,target_share,red_zone_touches,goal_line_touches,rushing_yards,rushing_tds,rushing_epa,receptions,receiving_yards,receiving_tds,receiving_epa,yards_per_touch,fantasy_points,fantasy_points_ppr,dk_fantasy_points,fd_fantasy_points,dk_showdown_captain_points
00-0036493,Deon Jackson,IND,2022,11,PHI,1,0,45.5,-6.5,26.0,18.765000104904175,121.25,21.0,4.0,0.2,1,4,5,0.12903225421905518,0.0,0.0,7.0,0,-0.08699969202280045,4,3.0,0,-4.26999568939209,2.0,1.0,5.0,5.0,3.0,7.5
00-0036493,Deon Jackson,IND,2022,13,DAL,0,0,0.0,0.0,0.0,18.799999937415123,124.75,23.25,3.5,0.11,2,1,3,0.02857142873108387,0.0,0.0,6.0,0,-0.5293501019477844,0,0.0,0,-0.569920003414154,2.0,0.6000000238418579,0.6000000238418579,0.6000000000000001,0.6000000000000001,0.9000000000000001
00-0036493,Deon Jackson,IND,2022,15,MIN,0,0,0.0,0.0,0.0,24.375000208616257,91.75,77.0,8.25,0.32,13,1,14,0.032258063554763794,4.0,1.0,55.0,0,-3.773819923400879,1,1.0,1,0.5558130145072937,4.0,9.600000381469727,10.600000381469727,11.6,10.1,17.4
00-0036493,Deon Jackson,IND,2022,16,LAC,1,0,44.5,-3.5,24.0,17.54999982006848,113.75,26.75,3.25,0.15,0,3,3,0.1071428582072258,0.0,0.0,0.0,0,,3,9.0,0,-2.4338431358337402,3.0,0.8999999761581421,3.9000000953674316,3.9,2.4,5.85
00-0036493,Deon Jackson,IND,2022,17,NYG,0,0,0.0,0.0,0.0,19.27500000037253,126.0,21.75,3.25,0.24,3,0,3,,0.0,0.0,10.0,0,-0.818658173084259,0,0.0,0,,3.3333333333333335,1.0,1.0,1.0,1.0,1.5
00-0036493,Deon Jackson,IND,2022,18,HOU,1,1,38.0,3.0,17.5,31.100000590085983,133.0,48.0,7.25,0.41,8,8,16,0.23529411852359772,2.0,0.0,35.0,0,-1.1029906272888184,6,75.0,0,-3.0182759761810303,6.875,11.0,17.0,17.0,14.0,25.5
00-0036493,Deon Jackson,IND,2023,1,JAX,1,1,45.5,-4.0,24.75,13.424999970942736,81.5,22.75,4.0,0.71,13,6,19,0.1538461595773697,4.0,1.0,14.0,0,-10.696990966796875,5,14.0,0,-8.510520935058594,1.4736842105263157,-1.2000000476837158,3.799999952316284,5.800000000000001,1.3000000000000007,8.700000000000001
00-0036493,Deon Jackson,NYG,2023,9,LV,0,0,0.0,0.0,0.0,26.274999901652336,130.25,32.5,4.75,0.02,1,0,1,,0.0,0.0,2.0,0,-0.746223509311676,0,0.0,0,,2.0,0.20000000298023224,0.20000000298023224,0.2,0.2,0.30000000000000004
00-0035715,Derrick Gore,KC,2021,7,TEN,0,0,0.0,0.0,0.0,16.749999970197678,88.75,33.75,5.0,0.07,0,1,1,0.02083333395421505,0.0,0.0,0.0,0,,1,7.0,0,0.7659530639648438,7.0,0.699999988079071,1.7000000476837158,1.7000000000000002,1.2000000000000002,2.5500000000000003
00-0035715,Derrick Gore,KC,2021,8,NYG,1,0,53.0,10.5,21.25,20.425000358372927,121.5,22.75,3.75,0.2,11,0,11,,6.0,2.0,48.0,1,2.43230938911438,0,0.0,0,,4.363636363636363,10.800000190734863,10.800000190734863,10.8,10.8,16.200000000000003
00-0035715,Derrick Gore,KC,2021,9,GB,1,0,48.0,7.0,20.5,20.200000047683716,78.5,33.5,4.5,0.15,3,1,4,0.02777777798473835,0.0,0.0,13.0,0,-0.49026599526405334,1,6.0,0,0.08010460436344147,4.75,1.899999976158142,2.9000000953674316,2.9000000000000004,2.4000000000000004,4.3500000000000005
00-0035715,Derrick Gore,KC,2021,10,LV,0,0,0.0,0.0,0.0,18.224999979138374,112.5,29.75,5.0,0.14,6,0,6,,0.0,0.0,19.0,0,-1.324453353881836,0,0.0,0,,3.1666666666666665,1.899999976158142,1.899999976158142,1.9000000000000001,1.9000000000000001,2.85
00-0035715,Derrick Gore,KC,2021,14,LV,1,1,48.0,10.0,19.0,24.024999741464853,94.5,55.75,7.75,0.3,9,2,11,0.09090909361839294,0.0,0.0,66.0,1,0.45897313952445984,2,23.0,0,2.3628578186035156,8.090909090909092,14.899999618530273,16.899999618530273,16.900000000000002,15.900000000000002,25.35
00-0035715,Derrick Gore,KC,2021,16,PIT,1,0,44.0,10.5,16.75,28.274999951943755,164.5,43.25,5.75,0.28,12,3,15,0.1034482792019844,3.0,0.0,43.0,0,-2.0773839950561523,3,61.0,0,4.139964580535889,6.933333333333334,10.399999618530273,13.399999618530273,13.4,11.9,20.1
00-0035715,Derrick Gore,KC,2021,17,CIN,0,0,0.0,0.0,0.0,11.424999952316284,71.0,23.25,4.5,0.13,3,1,4,0.029411764815449715,0.0,0.0,37.0,0,1.202560544013977,1,8.0,0,0.039871200919151306,11.25,4.5,5.5,5.5,5.0,8.25
00-0035715,Derrick Gore,KC,2021,18,DEN,0,0,0.0,0.0,0.0,15.874999970197678,112.5,26.25,3.5,0.31,7,1,8,0.02380952425301075,2.0,0.0,30.0,0,0.09925762563943863,0,0.0,0,-0.7626016139984131,3.75,3.0,3.0,3.0,3.0,4.5
00-0035715,Derrick Gore,KC,2021,19,PIT,1,0,46.0,13.0,16.5,20.950000055134296,138.5,41.0,4.75,0.09,3,0,3,,0.0,0.0,3.0,0,-0.23716767132282257,0,0.0,0,,1.0,0.30000001192092896,0.30000001192092896,0.30000000000000004,0.30000000000000004,0.45000000000000007
00-0035715,Derrick Gore,WAS,2023,11,NYG,1,1,39.0,7.5,15.75,18.724999755620956,80.25,32.0,2.75,0.04,2,0,2,,1.0,1.0,23.0,0,-0.5546055436134338,0,0.0,0,,11.5,2.299999952316284,2.299999952316284,2.3000000000000003,2.3000000000000003,3.45
00-0035715,Derrick Gore,WAS,2023,18,DAL,1,1,47.5,-13.0,30.25,21.999999672174454,129.75,15.25,1.75,0.02,1,0,1,,0.0,0.0,3.0,0,-0.7690264582633972,0,0.0,0,,3.0,0.30000001192092896,0.30000001192092896,0.30000000000000004,0.30000000000000004,0.45000000000000007
00-0032764,Derrick Henry,TEN,2020,1,DEN,0,0,0.0,0.0,0.0,,,,,0.75,31,3,34,0.07500000298023224,8.0,2.0,116.0,0,-1.521941065788269,3,15.0,0,0.9565452933311462,3.8529411764705883,13.100000381469727,16.100000381469727,19.1,14.600000000000001,28.650000000000002
00-0032764,Derrick Henry,TEN,2020,2,JAX,1,1,44.5,7.0,18.75,33.79999876022339,76.0,142.0,17.0,0.71,25,2,27,0.0833333358168602,6.0,0.0,84.0,0,-4.811137676239014,0,0.0,0,-1.1240497827529907,3.111111111111111,8.399999618530273,8.399999618530273,8.4,8.4,12.600000000000001
00-0032764,Derrick Henry,TEN,2020,3,MIN,0,0,0.0,0.0,0.0,22.50000013411045,140.0,25.0,6.0,0.75,26,3,29,0.09090909361839294,7.0,4.0,119.0,2,6.181888103485107,2,11.0,0,-0.7491207122802734,4.482758620689655,25.0,27.0,30.0,26.0,45.0
00-0032764,Derrick Henry,TEN,2020,5,BUF,1,0,52.0,-3.0,27.5,15.949999988079071,83.25,31.25,4.25,0.52,19,2,21,0.0714285746216774,8.0,2.0,57.0,2,-0.762624979019165,1,6.0,0,-0.6051753163337708,3.0,18.299999237060547,19.299999237060547,19.3,18.8,28.950000000000003
00-0032764,Derrick Henry,TEN,2020,6,HOU,1,1,52.0,4.0,24.0,24.399999910965562,135.25,38.75,4.5,0.6,22,5,27,0.12195122241973877,5.0,1.0,212.0,2,10.613225936889648,2,52.0,0,1.2613672018051147,9.777777777777779,38.400001525878906,40.400001525878906,43.400000000000006,39.400000000000006,65.10000000000001
00-0032764,Derrick Henry,TEN,2020,7,PIT,1,0,51.0,1.0,25.0,14.499999884516,66.75,18.25,2.0,0.74,20,2,22,0.06666667014360428,4.0,2.0,75.0,1,-2.411963701248169,2,-3.0,0,-1.2187623977661133,3.272727272727273,13.199999809265137,15.199999809265137,15.2,14.2,22.799999999999997
00-0032764,Derrick Henry,TEN,2020,8,CIN,0,0,0.0,0.0,0.0,13.750000109896064,82.25,40.25,4.75,0.52,18,1,19,0.03448275849223137,4.0,1.0,112.0,1,8.917007446289062,0,0.0,0,-0.5428528189659119,5.894736842105263,17.200000762939453,17.200000762939453,20.200000000000003,17.200000000000003,30.300000000000004
00-0032764,Derrick Henry,TEN,2020,9,CHI,1,0,46.5,6.5,20.0,15.474999725818634,93.5,41.25,5.75,0.53,21,0,21,,0.0,0.0,68.0,0,-2.3654024600982666,0,0.0,0,,3.238095238095238,6.800000190734863,6.800000190734863,6.800000000000001,6.800000000000001,10.200000000000001
00-0032764,Derrick Henry,TEN,2020,10,IND,1,1,49.0,-1.0,25.0,15.625,58.5,27.75,4.75,0.58,19,2,21,0.07407407462596893,3.0,1.0,103.0,0,0.5640625953674316,1,6.0,0,-0.33131518959999084,5.190476190476191,10.899999618530273,11.899999618530273,14.9,11.4,22.35
00-0032764,Derrick Henry,TEN,2020,11,BAL,0,0,0.0,0.0,0.0,17.675000140443444,101.5,20.25,4.5,0.79,28,2,30,0.0625,5.0,0.0,133.0,1,-2.364955425262451,1,-1.0,0,-1.6472725868225098,4.4,19.200000762939453,20.200000762939453,23.2,19.7,34.8
00-0032764,Derrick Henry,TEN,2020,12,IND,0,0,0.0,0.0,0.0,16.300000071525574,65.25,27.75,4.5,0.64,27,4,31,0.20000000298023224,5.0,2.0,178.0,3,11.923136711120605,2,7.0,0,-2.092306137084961,5.967741935483871,36.5,38.5,41.5,37.5,62.25
00-0032764,Derrick Henry,TEN,2020,13,CLE,1,0,54.0,4.0,25.0,14.374999772757292,109.0,24.75,3.5,0.55,15,1,16,0.02380952425301075,1.0,1.0,60.0,0,-8.2251615524292,1,9.0,0,0.6695384979248047,4.3125,4.900000095367432,5.900000095367432,6.9,5.4,10.350000000000001
00-0032764,Derrick Henry,TEN,2020,14,JAX,0,0,0.0,0.0,0.0,20.899999886751175,130.0,49.0,5.5,0.64,26,2,28,0.08695652335882187,1.0,1.0,215.0,2,10.657366752624512,2,7.0,0,-0.8179438710212708,7.928571428571429,34.20000076293945,36.20000076293945,39.2,35.2,58.800000000000004
00-0032764,Derrick Henry,TEN,2020,15,DET,1,0,54.5,9.5,22.5,20.725000083446503,95.0,27.25,3.25,0.63,24,2,26,0.07692307978868484,4.0,2.0,147.0,1,4.171502590179443,2,5.0,0,-0.5965834856033325,5.846153846153846,23.200000762939453,25.200000762939453,26.200000000000003,22.200000000000003,39.300000000000004
00-0032764,Derrick Henry,TEN,2020,16,GB,0,0,0.0,0.0,0.0,15.24999974668026,71.5,36.0,4.5,0.71,23,0,23,,1.0,0.0,98.0,0,-0.4653833508491516,0,0.0,0,,4.260869565217392,9.800000190734863,9.800000190734863,9.8,9.8,14.700000000000001
00-0032764,Derrick Henry,TEN,2020,17,HOU,0,0,0.0,0.0,0.0,28.700000137090683,136.0,61.0,7.0,0.82,34,0,34,,5.0,3.0,250.0,2,3.5458199977874756,0,0.0,0,,7.352941176470588,35.0,35.0,39.0,35.0,58.5
00-0032764,Derrick Henry,TEN,2020,18,BAL,1,0,53.0,-3.5,28.25,20.27499981969595,86.25,41.5,4.25,0.82,18,3,21,0.11538461595773697,0.0,0.0,40.0,0,-5.641279220581055,3,11.0,0,-0.975723922252655,2.4285714285714284,5.099999904632568,8.100000381469727,8.1,6.6,12.149999999999999
00-0032764,Derrick Henry,TEN,2021,1,ARI,1,0,54.0,2.5,25.75,15.849999949336052,96.5,37.0,3.75,0.63,17,4,21,0.1111111119389534,2.0,2.0,58.0,0,-6.697839736938477,3,19.0,0,-0.20309053361415863,3.6666666666666665,7.699999809265137,10.699999809265137,10.700000000000001,9.200000000000001,16.05
00-0032764,Derrick Henry,TEN,2021,2,SEA,0,0,0.0,0.0,0.0,19.59999993443489,104.0,47.0,5.0,0.76,35,6,41,0.1538461595773697,9.0,2.0,182.0,3,3.781128168106079,6,55.0,0,3.019627809524536,5.780487804878049,41.70000076293945,47.70000076293945,50.7,44.7,76.05000000000001
00-0032764,Derrick Henry,TEN,2021,3,IND,1,1,47.0,4.5,21.25,11.649999812245369,73.75,32.75,4.5,0.72,28,3,31,0.11538461595773697,4.0,1.0,113.0,0,-2.4660401344299316,3,31.0,0,2.7809090614318848,4.645161290322581,16.399999618530273,19.399999618530273,20.4,15.9,30.599999999999998
00-0032764,Derrick Henry,TEN,2021,4,NYJ,0,0,0.0,0.0,0.0,24.500000335276127,88.75,71.25,7.25,0.59,33,2,35,0.040816325694322586,5.0,1.0,157.0,1,3.1346964836120605,2,20.0,0,2.6935086250305176,5.057142857142857,23.700000762939453,25.700000762939453,28.700000000000003,24.700000000000003,43.050000000000004
00-0032764,Derrick Henry,TEN,2021,5,JAX,0,0,0.0,0.0,0.0,21.599999874830246,89.5,36.5,4.25,0.77,29,0,29,,5.0,2.0,130.0,3,2.9595420360565186,0,0.0,0,,4.482758620689655,31.0,31.0,34.0,31.0,51.0
00-0032764,Derrick Henry,TEN,2021,6,BUF,1,0,53.5,-6.0,29.75,10.999999951571226,50.5,44.5,4.0,0.81,20,3,23,0.11999999731779099,4.0,1.0,143.0,3,4.127145767211914,2,13.0,0,0.09315817058086395,6.782608695652174,33.599998474121094,35.599998474121094,38.599999999999994,34.599999999999994,57.89999999999999
00-0032764,Derrick Henry,TEN,2021,7,KC,1,0,57.5,-4.0,30.75,15.450000017881393,64.5,65.0,7.5,0.74,29,2,31,0.07407407462596893,5.0,1.0,86.0,0,-5.260580539703369,2,16.0,0,1.3308571577072144,3.2903225806451615,14.399999618530273,16.399999618530273,12.2,11.2,18.299999999999997
00-0032764,Derrick Henry,TEN,2021,8,IND,0,0,0.0,0.0,0.0,11.20000029541552,69.5,32.5,4.5,0.74,28,0,28,,3.0,0.0,68.0,0,-5.473306179046631,0,0.0,0,,2.4285714285714284,6.800000190734863,6.800000190734863,6.800000000000001,6.800000000000001,10.200000000000001
00-0032764,Derrick Henry,TEN,2021,20,CIN,1,0,48.5,4.0,22.25,21.099999882280827,106.0,30.0,4.0,0.57,20,0,20,,0.0,0.0,62.0,1,-3.53660249710083,0,0.0,0,,3.1,12.199999809265137,12.199999809265137,12.2,12.2,18.299999999999997
00-0032764,Derrick Henry,TEN,2022,1,NYG,1,0,43.5,5.5,19.0,22.77500021457672,133.5,24.25,3.75,0.68,21,1,22,0.032258063554763794,2.0,1.0,82.0,0,-4.733181953430176,0,0.0,0,-1.435864806175232,3.727272727272727,8.199999809265137,8.199999809265137,8.200000000000001,8.200000000000001,12.3
00-0032764,Derrick Henry,TEN,2022,2,BUF,0,0,0.0,0.0,0.0,9.200000142678618,53.0,39.0,5.0,0.46,13,0,13,,2.0,1.0,25.0,1,-1.7384634017944336,0,0.0,0,,1.9230769230769231,8.5,8.5,8.5,8.5,12.75
00-0032764,Derrick Henry,TEN,2022,3,LV,1,0,45.5,-1.5,23.5,18.9249997921288,82.25,42.0,6.0,0.74,20,6,26,0.23076923191547394,2.0,1.0,85.0,1,-3.153540849685669,5,58.0,0,3.9108169078826904,5.5,20.299999237060547,25.299999237060547,25.3,22.8,37.95
00-0032764,Derrick Henry,TEN,2022,4,IND,0,0,0.0,0.0,0.0,13.674999970942736,67.5,39.25,5.25,0.69,22,5,27,0.2380952388048172,3.0,0.0,114.0,1,1.2112778425216675,3,33.0,0,0.3570091128349304,5.444444444444445,20.700000762939453,23.700000762939453,26.7,22.2,40.05
00-0032764,Derrick Henry,TEN,2022,5,WAS,0,0,0.0,0.0,0.0,15.725000008940697,86.25,26.0,2.75,0.64,28,2,30,0.08695652335882187,6.0,3.0,102.0,2,1.910083293914795,2,30.0,0,2.6335411071777344,4.4,25.200000762939453,27.200000762939453,30.200000000000003,26.200000000000003,45.300000000000004
00-0032764,Derrick Henry,TEN,2022,7,IND,1,1,43.0,2.5,20.25,20.075000125914812,108.5,52.25,5.25,0.75,30,3,33,0.15000000596046448,2.0,0.0,128.0,0,-4.46923303604126,3,10.0,0,1.4747895002365112,4.181818181818182,13.800000190734863,16.799999237060547,19.8,15.3,29.700000000000003
00-0032764,Derrick Henry,TEN,2022,8,HOU,0,0,0.0,0.0,0.0,28.924999747425318,131.5,37.75,5.25,0.74,32,1,33,0.125,5.0,1.0,219.0,2,8.475607872009277,1,9.0,0,0.829167902469635,6.909090909090909,34.79999923706055,35.79999923706055,38.800000000000004,35.300000000000004,58.2
00-0032764,Derrick Henry,TEN,2022,9,KC,0,0,0.0,0.0,0.0,18.624999769032,86.0,55.25,6.5,0.59,17,0,17,,4.0,3.0,115.0,2,4.515082359313965,0,0.0,0,,6.764705882352941,23.5,23.5,26.5,23.5,39.75
00-0032764,Derrick Henry,TEN,2022,10,DEN,1,0,40.0,2.5,18.75,19.625000283122063,110.5,40.75,7.75,0.58,19,3,22,0.0833333358168602,2.0,0.0,53.0,0,-5.2720208168029785,2,14.0,0,0.1616266667842865,3.0454545454545454,6.699999809265137,8.699999809265137,8.700000000000001,7.700000000000001,13.05
00-0032764,Derrick Henry,TEN,2022,11,GB,0,0,0.0,0.0,0.0,19.749999977648258,127.25,35.25,3.25,0.71,28,2,30,0.07407407462596893,3.0,2.0,87.0,1,-1.7284480333328247,2,45.0,0,2.8173396587371826,4.4,23.360000610351562,25.360000610351562,21.200000000000003,20.200000000000003,31.800000000000004
00-0032764,Derrick Henry,TEN,2022,12,CIN,1,0,43.0,-1.0,22.0,21.849999971687794,94.5,29.0,4.5,0.56,17,3,20,0.0882352963089943,3.0,0.0,38.0,0,-5.682007789611816,3,79.0,0,5.722916126251221,5.85,11.699999809265137,14.699999809265137,14.700000000000001,13.200000000000001,22.05
00-0032764,Derrick Henry,TEN,2022,13,PHI,0,0,0.0,0.0,0.0,21.899999901652336,120.75,28.25,4.25,0.55,11,3,14,0.11999999731779099,1.0,0.0,30.0,0,-3.5478391647338867,2,8.0,0,-0.7339320182800293,2.7142857142857144,3.799999952316284,5.800000190734863,5.8,4.8,8.7
00-0032764,Derrick Henry,TEN,2022,14,JAX,1,1,42.0,3.0,19.5,15.124999994412065,78.25,38.0,4.25,0.75,17,5,22,0.1315789520740509,6.0,2.0,121.0,1,-1.2266440391540527,3,34.0,0,-3.7323808670043945,7.045454545454546,17.5,20.5,25.5,19.0,38.25
00-0032764,Derrick Henry,TEN,2022,15,LAC,0,0,0.0,0.0,0.0,14.599999958649278,120.75,10.25,2.0,0.71,21,4,25,0.1538461595773697,4.0,3.0,104.0,1,1.5902984142303467,4,59.0,0,2.893162965774536,6.52,22.299999237060547,26.299999237060547,29.299999999999997,24.299999999999997,43.949999999999996
00-0032764,Derrick Henry,TEN,2022,16,HOU,1,1,34.0,3.0,15.5,23.950000390410423,110.75,38.75,5.0,0.74,23,2,25,0.10000000149011612,1.0,0.0,126.0,1,-3.2761945724487305,2,0.0,0,-2.0526437759399414,5.04,16.600000381469727,18.600000381469727,22.6,17.6,33.900000000000006
00-0032764,Derrick Henry,TEN,2022,18,JAX,0,0,0.0,0.0,0.0,14.100000202655792,76.25,44.75,6.25,0.75,30,1,31,0.03703703731298447,0.0,0.0,109.0,0,-5.18607234954834,1,19.0,0,1.2786675691604614,4.129032258064516,12.800000190734863,13.800000190734863,16.8,13.3,25.200000000000003
00-0032764,Derrick Henry,TEN,2023,1,NO,0,0,0.0,0.0,0.0,17.150000078603625,124.5,12.0,2.5,0.48,15,3,18,0.09090909361839294,3.0,0.0,63.0,0,-1.3536219596862793,2,56.0,0,2.548351287841797,6.611111111111111,11.899999618530273,13.899999618530273,13.900000000000002,12.900000000000002,20.85
00-0032764,Derrick Henry,TEN,2023,2,LAC,1,0,45.5,-2.5,24.0,19.274999916553497,114.25,18.5,1.5,0.71,25,4,29,0.1666666716337204,5.0,3.0,80.0,1,-3.9848809242248535,3,15.0,0,-0.2253994345664978,3.2758620689655173,15.5,18.5,18.5,17.0,27.75
00-0032764,Derrick Henry,TEN,2023,3,CLE,0,0,0.0,0.0,0.0,12.825000181794167,92.75,25.5,4.0,0.38,11,0,11,,1.0,0.0,20.0,0,-4.839803218841553,0,0.0,0,,1.8181818181818181,2.0,2.0,2.0,2.0,3.0
00-0032764,Derrick Henry,TEN,2023,4,CIN,1,0,41.5,-2.5,22.0,12.649999916553497,77.5,34.0,4.0,0.59,22,1,23,0.03846153989434242,0.0,0.0,122.0,1,2.61509370803833,1,11.0,0,0.7473843097686768,5.782608695652174,23.3799991607666,24.3799991607666,23.300000000000004,19.800000000000004,34.95
00-0032764,Derrick Henry,TEN,2023,5,IND,0,0,0.0,0.0,0.0,17.925000101327896,92.0,32.25,4.25,0.62,13,3,16,0.0882352963089943,3.0,1.0,43.0,0,-5.419440269470215,3,19.0,0,-0.23575729131698608,3.875,6.199999809265137,9.199999809265137,9.2,7.7,13.799999999999999
00-0032764,Derrick Henry,TEN,2023,6,BAL,1,0,42.5,-5.5,24.0,13.800000037997961,91.0,32.0,4.5,0.53,12,2,14,0.10000000149011612,2.0,0.0,97.0,1,2.6408262252807617,2,16.0,0,1.1925997734069824,8.071428571428571,17.299999237060547,19.299999237060547,19.3,18.3,28.950000000000003
00-0032764,Derrick Henry,TEN,2023,8,ATL,1,0,35.0,-2.5,18.75,12.074999865144491,59.75,31.0,3.25,0.65,22,4,26,0.1538461595773697,0.0,0.0,101.0,0,2.0188241004943848,4,21.0,0,1.3051056861877441,4.6923076923076925,12.199999809265137,16.200000762939453,19.200000000000003,14.200000000000001,28.800000000000004
00-0032764,Derrick Henry,TEN,2023,9,PIT,0,0,0.0,0.0,0.0,18.53500010818243,103.25,31.5,2.5,0.49,17,4,21,0.10810811072587967,3.0,1.0,75.0,1,4.296154022216797,3,27.0,0,1.939958095550537,4.857142857142857,16.200000762939453,19.200000762939453,19.2,17.7,28.799999999999997
00-0032764,Derrick Henry,TEN,2023,10,TB,0,0,0.0,0.0,0.0,9.324999988079071,63.75,29.5,2.75,0.43,11,1,12,0.025641025975346565,2.0,0.0,24.0,0,-3.0777130126953125,1,-4.0,0,-1.1755751371383667,1.6666666666666667,2.0,3.0,3.0000000000000004,2.5000000000000004,4.500000000000001
00-0032764,Derrick Henry,TEN,2023,11,JAX,0,0,0.0,0.0,0.0,15.724999636411667,66.5,70.75,9.5,0.63,10,2,12,0.11764705926179886,1.0,0.0,38.0,0,0.5852885842323303,1,6.0,0,-0.009272892959415913,3.6666666666666665,4.400000095367432,5.400000095367432,5.4,4.9,8.100000000000001
00-0032764,Derrick Henry,TEN,2023,12,CAR,1,0,36.0,3.5,16.25,15.224999874830246,85.25,22.0,5.0,0.64,18,2,20,0.07407407462596893,3.0,2.0,76.0,2,3.6424221992492676,1,0.0,0,-1.6454304456710815,3.8,19.600000381469727,20.600000381469727,20.6,20.1,30.900000000000002
00-0032764,Derrick Henry,TEN,2023,13,IND,1,1,42.0,-1.5,21.75,18.274999916553497,112.25,40.5,5.25,0.4,21,2,23,0.06060606241226196,2.0,1.0,102.0,2,3.374600648880005,1,18.0,0,0.4248816967010498,5.217391304347826,24.0,25.0,28.000000000000004,24.500000000000004,42.00000000000001
00-0032764,Derrick Henry,TEN,2023,14,MIA,0,0,0.0,0.0,0.0,10.749999882653356,63.0,29.5,4.25,0.48,17,2,19,0.0555555559694767,4.0,3.0,34.0,2,-2.0160410404205322,1,17.0,0,1.2265610694885254,2.6842105263157894,17.100000381469727,18.100000381469727,18.1,17.6,27.150000000000002
00-0032764,Derrick Henry,TEN,2023,15,HOU,1,1,38.0,3.0,17.5,13.175000181421638,66.75,50.0,6.0,0.54,16,4,20,0.1538461595773697,2.0,1.0,9.0,0,-6.435157775878906,4,1.0,0,-2.881880044937134,0.5,1.0,5.0,5.0,3.0,7.5
00-0032764,Derrick Henry,TEN,2023,16,SEA,1,0,42.0,-3.0,22.5,19.875000059604645,124.0,14.75,3.5,0.48,19,1,20,0.03999999910593033,3.0,2.0,88.0,1,2.5827295780181885,1,11.0,0,0.7104848623275757,4.95,20.3799991607666,21.3799991607666,16.9,16.4,25.349999999999998
00-0032764,Derrick Henry,TEN,2023,17,HOU,0,0,0.0,0.0,0.0,12.950000127777457,52.75,31.75,6.0,0.42,12,1,13,0.03999999910593033,2.0,1.0,42.0,0,-2.2262587547302246,0,0.0,0,-0.7475304007530212,3.230769230769231,4.199999809265137,4.199999809265137,4.2,4.2,6.300000000000001
00-0032764,Derrick Henry,TEN,2023,18,JAX,1,1,41.5,-3.5,22.5,16.674999833106995,87.75,34.0,5.25,0.65,19,0,19,,3.0,1.0,153.0,1,5.49847412109375,0,0.0,0,,8.052631578947368,21.299999237060547,21.299999237060547,24.3,21.3,36.45
00-0032764,Derrick Henry,BAL,2024,1,KC,0,0,0.0,0.0,0.0,12.749999985098839,63.5,54.0,6.5,0.46,13,2,15,0.05000000074505806,1.0,1.0,46.0,1,2.1925127506256104,0,0.0,0,-1.4453136920928955,3.066666666666667,10.600000381469727,10.600000381469727,10.600000000000001,10.600000000000001,15.900000000000002
00-0032764,Derrick Henry,BAL,2024,2,LV,1,0,41.0,9.0,16.0,17.999999806284904,92.25,32.75,6.0,0.46,18,1,19,0.032258063554763794,3.0,1.0,84.0,1,0.033089399337768555,1,12.0,0,0.7653405666351318,5.052631578947368,15.600000381469727,16.600000381469727,16.6,16.1,24.900000000000002
00-0032764,Derrick Henry,BAL,2024,3,DAL,0,0,0.0,0.0,0.0,26.975000008940697,97.0,42.75,4.5,0.59,25,1,26,0.06666667014360428,2.0,2.0,151.0,2,3.196448802947998,1,23.0,0,1.3669987916946411,6.6923076923076925,29.399999618530273,30.399999618530273,33.400000000000006,29.900000000000002,50.10000000000001
00-0032764,Derrick Henry,BAL,2024,4,BUF,1,0,46.5,2.5,22.0,20.37499988824129,95.0,43.75,5.25,0.65,24,3,27,0.1666666716337204,5.0,5.0,199.0,1,8.636214256286621,3,10.0,1,-0.30695459246635437,7.7407407407407405,32.900001525878906,35.900001525878906,38.900000000000006,34.400000000000006,58.35000000000001
00-0032764,Derrick Henry,BAL,2024,5,CIN,0,0,0.0,0.0,0.0,19.100000159814954,114.25,21.75,4.75,0.5,15,1,16,0.024390242993831635,3.0,2.0,92.0,1,2.2948203086853027,1,4.0,0,-0.09062889218330383,6.0,15.600000381469727,16.600000381469727,16.6,16.1,24.900000000000002
00-0032764,Derrick Henry,BAL,2024,6,WAS,1,0,51.5,6.5,22.5,18.02499983459711,122.0,18.25,3.5,0.63,24,0,24,,4.0,1.0,132.0,2,1.7679694890975952,0,0.0,0,,5.5,25.200000762939453,25.200000762939453,28.200000000000003,25.200000000000003,42.300000000000004
00-0032764,Derrick Henry,BAL,2024,7,TB,0,0,0.0,0.0,0.0,13.524999931454659,76.75,33.5,5.0,0.58,15,1,16,0.0476190485060215,4.0,0.0,169.0,0,6.041115760803223,1,13.0,1,3.210357904434204,11.375,24.200000762939453,25.200000762939453,28.200000000000003,24.700000000000003,42.300000000000004
00-0032764,Derrick Henry,BAL,2024,8,CLE,0,0,0.0,0.0,0.0,15.249999970197678,92.75,19.75,2.25,0.51,11,1,12,0.02857142873108387,3.0,1.0,73.0,1,-1.4881998300552368,1,4.0,0,0.04318875074386597,6.416666666666667,13.699999809265137,14.699999809265137,14.700000000000001,14.200000000000001,22.05
00-0032764,Derrick Henry,BAL,2024,9,DEN,1,0,46.5,9.0,18.75,16.600000500679016,79.5,36.5,6.5,0.61,23,1,24,0.05263157933950424,9.0,0.0,106.0,2,3.511096715927124,1,27.0,0,1.96746826171875,5.541666666666667,25.299999237060547,26.299999237060547,29.3,25.8,43.95
