gvkey,conm,cusip,fyear,naicsh,sich,emp,at,revt,oibdp,ni,xrd,xsga,xlr,lt,ceq,capx,che,prcc_f,csho,mktcap,mktcap_rank,r2000_proxy,naicsh_str,tech,Employer,Initial Approvals,Initial Denials,Continuing Approvals,Continuing Denials,total_petitions,total_approvals,total_denials,approval_rate,h1b_employer,h1b_user_pre,h1b_user,post_baha,h1b_user_x_post,operating_margin,roa,rd_intensity,log_emp,log_revt,h1b_intensity
20748,ARISTA NETWORKS INC,040413205,2016,334118,3576.0,1.5,1729.007,1129.167,262.809,184.189,273.581,479.707,,621.187,1107.82,21.419,867.833,96.77,70.811,6852.38047,1005.0,1,334118,1,ARISTA NETWORKS INC,30.0,0.0,60.0,2.0,92.0,90.0,2.0,0.9782608695652174,ARISTA NETWORKS INC,1,1,0,0,0.23274590915249918,0.10652877634387829,0.24228568493411518,0.4054651081081644,7.029235471722755,0.06
21002,CYBERARK SOFTWARE LTD,M2682V108,2016,511210,7372.0,0.823,403.031,216.613,42.444,28.124,34.614,147.403,,106.815,296.216,2.795,275.032,45.5,34.251,1558.4205,2357.0,1,511210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.19594391841671555,0.06978123270914643,0.1597965034416217,-0.1947990783050673,5.378112351233074,0.0
21916,NEVRO CORP,64157F103,2016,334510,3845.0,0.518,430.583,228.504,-21.364,-31.778,33.729,176.152,,181.549,249.034,3.368,276.357,72.66,28.887,2098.92942,2042.0,1,334510,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-0.09349508104890944,-0.07380226344282054,0.14760791933620418,-0.657780036722654,5.4315537156515,0.0
23084,BENCHMARK ELECTRONICS INC,08160H101,2016,334412,3672.0,9.9,1998.668,2310.415,142.56,64.047,,113.448,,633.203,1365.465,30.478,681.433,30.5,49.33,1504.565,2411.0,1,334412,1,BENCHMARK ELECTRONICS INC,0.0,0.0,4.0,0.0,4.0,4.0,0.0,1.0,BENCHMARK ELECTRONICS INC,1,1,0,0,0.06170320050726818,0.03204484186468188,,2.2925347571405443,7.745182441059703,0.00040404040404040404
23224,ESCO TECHNOLOGIES INC,296315104,2016,334515,3825.0,2.643,978.371,571.459,101.097,45.882,12.863,131.493,,363.262,615.109,13.843,53.825,46.42,25.717,1193.78314,2701.0,1,334515,1,ESCO CORPORATION,0.0,0.0,3.0,0.0,3.0,3.0,0.0,1.0,ESCO CORPORATION,1,1,0,0,0.1769103295249528,0.046896320516450304,0.022509051393013322,0.9719146356221521,6.348192739628983,0.0011350737797956867
23249,LUMENTUM HOLDINGS INC,55024U109,2016,334210,3576.0,1.85,726.3,903.0,103.3,-3.2,141.1,235.8,,193.1,497.4,82.0,157.1,24.2,59.581,1441.8602,2459.0,1,334210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.11439645625692137,-0.0044058928817293135,0.15625692137320044,0.6151856390902335,6.805722553416985,0.0
23818,EVOLENT HEALTH INC,30050B101,2016,511210,7372.0,2.4,1199.839,254.188,-42.098,-159.742,11.1,145.009,,287.725,702.526,15.526,213.32,14.8,67.934,1005.4232,2918.0,1,511210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-0.1656175743937558,-0.13313619577293287,0.04366846585991471,0.8754687373538999,5.53807415071739,0.0
23821,GANNETT CO INC -OLD,36473H104,2016,511110,2711.0,21.0,2844.681,3047.474,337.349,52.71,,776.198,,1987.92,856.761,60.048,114.324,9.71,112.875,1096.01625,2806.0,1,511110,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.11069790915361377,0.018529318401606366,,3.044522437723423,8.022068329735767,0.0
23856,FITBIT INC,33812L102,2016,334220,3663.0,1.753,1820.226,2169.461,-49.487,-102.777,320.191,933.504,,821.694,998.532,78.64,706.013,7.32,225.664,1651.86048,2309.0,1,334220,1,FITBIT INC,11.0,0.0,39.0,0.0,50.0,50.0,0.0,1.0,FITBIT INC,1,1,0,0,-0.022810735016670042,-0.0564638676735746,0.14759011570154984,0.5613286059390974,7.6822340285845465,0.02852253280091272
24135,ALARM.COM HOLDINGS INC,011642105,2016,518210,7370.0,0.607,261.245,261.106,32.202,10.154,44.272,130.31,,69.996,191.249,9.055,140.634,27.83,46.142,1284.13186,2584.0,1,518210,1,ALARM.COM INCORPORATED,5.0,0.0,10.0,0.0,15.0,15.0,0.0,1.0,ALARM.COM INCORPORATED,1,1,0,0,0.12332922261457033,0.03886772952592394,0.16955565938737524,-0.4992264879226388,5.564926455142317,0.02471169686985173
24352,PROGRESS SOFTWARE CORP,743312100,2016,511210,7372.0,1.912,754.827,405.341,107.011,-55.726,88.587,256.62,,348.198,406.629,5.786,249.754,29.57,48.537,1435.23909,2467.0,1,511210,1,PROGRESS SOFTWARE CORPORATION,1.0,0.0,2.0,0.0,3.0,3.0,0.0,1.0,PROGRESS SOFTWARE CORPORATION,1,1,0,0,0.2640024078491936,-0.07382618798744613,0.21854932020200277,0.6481498146292095,6.00472868815281,0.0015690376569037657
24405,ZEBRA TECHNOLOGIES CP  -CL A,989207105,2016,541512,7373.0,6.5,4632.0,3574.0,590.0,-137.0,376.0,1127.0,,3840.0,792.0,77.0,156.0,85.76,52.885,4535.4176,1296.0,1,541512,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.1650811415780638,-0.029576856649395508,0.10520425293788473,1.8718021769015913,8.181440695719374,0.0
24853,SPECTRANETICS CORP,84760C107,2016,334510,3845.0,0.96,430.078,270.823,-14.972,-58.12,,231.769,,355.755,74.323,5.354,57.237,24.5,43.303,1060.9235,2859.0,1,334510,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-0.055283340041281576,-0.13513827724273272,,-0.040821994520255166,5.601465470961752,0.0
24888,ABAXIS INC,002567105,2016,334510,3845.0,0.584,305.646,227.22,51.827,32.716,19.795,81.358,,39.422,266.224,10.171,142.893,48.5,22.54,1093.19,2808.0,1,334510,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,0,0,0.22809171727840857,0.10703886195140784,0.08711821142505062,-0.53785429615391,5.425918711141758,0.0
25274,UNIVERSAL DISPLAY CORP,91347P105,2016,334413,3674.0,0.203,627.559,198.886,89.731,48.07,42.744,,,99.091,528.466,7.3,328.009,56.3,46.913,2641.2019,1810.0,1,334413,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,0,0,0.4511680057922629,0.07659837561089874,0.2149170881811691,-1.5945492999403497,5.292731796253426,0.0
25756,EVERPURE INC,74624M102,2016,334112,3572.0,1.7,899.745,727.977,-164.603,-245.066,245.817,689.104,,421.315,478.43,76.773,546.661,11.37,204.364,2323.61868,1932.0,1,334112,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-0.2261101655684177,-0.2723727278284403,0.3376713824749958,0.5306282510621704,6.59026945429101,0.0
25774,ELECTRONICS FOR IMAGING INC,286082102,2016,334118,3577.0,3.235,1481.496,992.065,127.149,45.546,151.192,395.641,,653.664,827.832,22.373,459.741,43.86,46.581,2043.04266,2070.0,1,334118,1,ELECTRONICS FOR IMAGING INC,5.0,0.0,9.0,0.0,14.0,14.0,0.0,1.0,ELECTRONICS FOR IMAGING INC,1,1,0,0,0.12816599718768426,0.030743248716162578,0.1524013043500174,1.174028927952864,6.899788629331805,0.004327666151468315
26304,CSRA INC,12650T104,2016,54151,7370.0,18.5,4888.0,4993.0,940.0,304.0,,223.0,,4529.0,330.0,129.0,126.0,29.29,163.216,4780.59664,1255.0,1,54151,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.18826356899659524,0.062193126022913256,,2.917770732084279,8.51579221050061,0.0
26367,BLOCK INC,852234103,2016,518210,7374.0,1.853,1211.362,1708.721,-84.708,-171.59,268.537,670.955,,635.209,576.153,25.433,534.062,13.63,364.547,4968.775610000001,1230.0,1,518210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-0.049573921078982466,-0.14165047277362175,0.15715672716610843,0.6168059473032227,7.4435004164237695,0.0
26722,ACACIA COMMUNICATIONS INC,00401C108,2016,334220,3663.0,0.297,516.936,478.412,126.783,131.577,75.696,103.372,,82.141,434.795,17.254,310.406,61.75,37.998,2346.3765,1921.0,1,334220,1,ACACIA COMMUNICATIONS INC,2.0,0.0,3.0,0.0,5.0,5.0,0.0,1.0,ACACIA COMMUNICATIONS INC,1,1,0,0,0.26500798474954645,0.2545324759738149,0.1582234559333796,-1.2140231401794375,6.170472285933873,0.016835016835016835
27274,NANTHEALTH INC,630104305,2016,541512,7373.0,0.922,684.307,100.38,-130.568,-184.102,61.637,182.29,,272.713,411.594,15.78,160.453,9.94,121.243,1205.1554199999998,2682.0,1,541512,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-1.3007371986451486,-0.26903422002113087,0.6140366606893803,-0.08121005542554317,4.608962984226787,0.0
27794,WOLFSPEED INC,97785W106,2016,334413,3674.0,6.237,2766.06,1616.627,172.387,-21.536,168.848,448.557,,398.236,2367.824,120.018,605.305,24.44,100.829,2464.26076,1878.0,1,334413,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.10663375039511279,-0.007785803634049877,0.10444462451759126,1.8304992975439855,7.388097158879931,0.0
27810,LIVANOVA PLC,G5509L101,2016,334510,3845.0,4.5,2342.631,1213.925,229.703,-62.789,122.454,587.288,,635.722,1706.909,36.484,39.789,44.97,48.028,2159.81916,2009.0,1,334510,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.18922338694729907,-0.02680277004786499,0.10087443622958585,1.5040773967762742,7.101614190468853,0.0
27828,UNIVERSAL ELECTRONICS INC,913483103,2016,334310,3651.0,3.103,521.036,651.371,58.09,20.354,19.85,126.803,,240.526,280.51,40.651,55.234,64.55,14.553,939.39615,2993.0,1,334310,1,UNIVERSAL ELECTRONICS INC,1.0,0.0,4.0,0.0,5.0,5.0,0.0,1.0,UNIVERSAL ELECTRONICS INC,1,1,0,0,0.08918112719172332,0.03906447922984209,0.030474184450950383,1.132369385466243,6.479079372354642,0.0016113438607798904
28118,FOSSIL GROUP INC,34988V106,2016,334519,3873.0,14.5,2186.897,3042.371,239.516,78.868,38.6,1433.262,,1171.459,1006.236,65.674,297.33,25.86,48.269,1248.23634,2634.0,1,334519,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.07872675620428934,0.03606388412440092,0.012687473026793905,2.6741486494265287,8.020392424620159,0.0
28139,SANMINA CORP,801056102,2016,334412,3672.0,45.397,3625.222,6481.181,332.838,187.838,37.746,282.35,,2015.419,1609.803,120.4,398.288,28.47,73.031,2079.19257,2050.0,1,334412,1,SANMINA CORPORATION,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,SANMINA CORPORATION,1,1,0,0,0.05135452936741005,0.05181420613689313,0.005823938569220641,3.8154460235688155,8.776658025826665,4.4055774610657095e-05
28195,JABIL INC,466313103,2016,334412,3672.0,138.0,10322.677,18353.086,1230.865,254.095,31.954,956.381,,7865.18,2438.171,924.239,912.059,21.19,186.998,3962.48762,1406.0,1,334412,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.06706583296127964,0.024615223357274476,0.0017410695945085204,4.927253685157205,9.81755301372991,0.0
28477,FLIR SYSTEMS INC,302445101,2016,334511,3812.0,3.436,2619.706,1662.167,362.489,166.626,147.537,466.408,,941.38,1678.326,35.94,361.349,36.19,136.334,4933.92746,1233.0,1,334511,1,FLIR SYSTEMS INC,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,FLIR SYSTEMS INC,1,1,0,0,0.21808217826487952,0.06360484726148659,0.08876183921350864,1.234308004122009,7.415877451715255,0.0002910360884749709
28719,CONDUENT INC,206787103,2016,518210,7374.0,96.0,7709.0,6491.0,687.0,-983.0,31.0,717.0,,4279.0,3288.0,149.0,412.0,14.9,202.875,3022.8375,1675.0,1,518210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.10583885379756586,-0.12751329614736023,0.004775843475581574,4.564348191467836,8.778171881033469,0.0
28853,ARRIS INTERNATIONAL PLC,G0551A103,2016,334220,3663.0,7.02,7758.362,6829.118,817.511,18.1,587.109,1035.051,,4531.625,3188.816,66.76,1095.776,30.13,190.1,5727.713,1122.0,1,334220,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,0,0,0.11970960232346255,0.00233296667518221,0.08597142412826957,1.9487632180377197,8.82895080806206,0.0
28940,BELDEN INC,077454106,2016,33441,3670.0,8.4,3806.803,2351.118,425.921,128.003,140.601,610.11,,2345.486,1460.312,53.974,848.116,74.77,42.18,3153.7986,1629.0,1,33441,1,BELDEN INC,4.0,0.0,2.0,0.0,6.0,6.0,0.0,1.0,BELDEN INC,1,1,0,0,0.18115679434209597,0.03362480275443725,0.05980176239559223,2.128231705849268,7.7626462386884345,0.0007142857142857143
29133,ITRON INC,465741106,2016,334514,3824.0,7.3,1577.811,2013.186,213.422,31.77,168.209,490.104,,927.458,631.604,43.543,133.565,62.85,38.317,2408.22345,1898.0,1,334514,1,ITRON INC,4.0,0.0,11.0,1.0,16.0,15.0,1.0,0.9375,ITRON INC,1,1,0,0,0.1060120624721213,0.020135491513242083,0.08355363091140114,1.9878743481543455,7.6074738207751045,0.002054794520547945
29241,VIAVI SOLUTIONS INC,925550105,2016,334210,3576.0,3.0,1683.1,906.3,107.8,-99.2,166.4,494.2,,993.8,689.3,35.5,979.8,6.63,232.5,1541.475,2370.0,1,334210,1,VIAVI SOLUTIONS INC,2.0,0.0,11.0,2.0,15.0,13.0,2.0,0.8666666666666667,VIAVI SOLUTIONS INC,1,1,0,0,0.118945161646254,-0.05893886281266711,0.18360366324616575,1.0986122886681098,6.809370377060736,0.004333333333333333
30576,ADTRAN HOLDINGS INC,00486H105,2016,334210,3661.0,2.033,667.235,636.781,51.1,35.229,124.804,255.972,,187.718,479.517,21.441,123.083,22.35,48.472,1083.3492,2818.0,1,334210,1,ADTRAN INC,1.0,1.0,11.0,1.0,14.0,12.0,2.0,0.8571428571428571,ADTRAN INC,1,1,0,0,0.08024736918972143,0.052798489287882076,0.19599202865663393,0.7095125346462096,6.456425797401633,0.005902606984751598
30870,ASPEN TECHNOLOGY INC,29109X106,2016,511210,7372.0,1.396,419.738,472.344,222.905,139.951,67.152,206.889,,494.772,-75.034,3.483,321.342,40.24,80.178,3226.36272,1597.0,1,511210,1,ASPEN TECHNOLOGY INC,3.0,0.0,15.0,1.0,19.0,18.0,1.0,0.9473684210526315,ASPEN TECHNOLOGY INC,1,1,0,0,0.4719124197618685,0.33342466014513816,0.14216757278593567,0.33361100434018065,6.157707533689246,0.012893982808022923
31255,TOWER SEMICONDUCTOR LTD,M87915274,2016,334413,3674.0,5.552,1379.884,1249.634,375.138,203.924,63.134,127.822,,697.27,690.032,217.496,389.377,19.03,92.985,1769.50455,2223.0,1,334413,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.3001982980616724,0.14778343686860634,0.050521992839503406,1.7141582232045034,7.130605987422058,0.0
31607,NATIONAL INSTRUMENTS CORP,636518102,2016,511210,7372.0,7.552,1496.564,1228.179,197.102,82.734,235.706,790.238,,382.345,1114.219,44.425,358.4,30.82,129.203,3982.03646,1402.0,1,511210,1,NATIONAL INSTRUMENTS CORPORATION,5.0,1.0,42.0,4.0,52.0,47.0,5.0,0.9038461538461539,NATIONAL INSTRUMENTS CORPORATION,1,1,0,0,0.1604831217599389,0.05528263408714896,0.1919150221588221,2.0218124288431993,7.113287863556646,0.006223516949152542
61562,ADVANCED ENERGY INDS INC,007973100,2016,334418,3679.0,1.558,571.529,483.704,134.67,127.454,44.445,118.477,,179.455,392.074,6.821,286.69,54.75,39.712,2174.232,2004.0,1,334418,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.27841407141557645,0.22300530681732683,0.09188470634933761,0.4434029474485566,6.181473149383333,0.0
61685,NUANCE COMMUNICATIONS INC,67020Y100,2016,511210,7372.0,13.2,5661.47,1948.903,412.387,-12.458,271.13,830.469,,3730.14,1931.33,54.883,580.46,14.5,287.633,4170.6785,1370.0,1,511210,1,NUANCE COMMUNICATIONS INC,4.0,0.0,34.0,0.0,38.0,38.0,0.0,1.0,NUANCE COMMUNICATIONS INC,1,1,0,0,0.2115995511320984,-0.002200488565690536,0.13911928915908078,2.580216829592325,7.575021929156672,0.0028787878787878787
61902,NICE LTD,653656108,2016,511210,7372.0,4.93,2631.876,1015.542,236.34,116.92,141.528,501.937,,1120.544,1511.332,35.78,187.313,68.76,59.989,4124.84364,1381.0,1,511210,1,NICE SYSTEMS INC,2.0,0.0,7.0,0.0,9.0,9.0,0.0,1.0,NICE SYSTEMS INC,1,1,0,0,0.23272301884117053,0.04442458535280537,0.1393620352481729,1.5953389880545987,6.923177739101667,0.0018255578093306288
62266,CSG SYSTEMS INTL INC,126349109,2016,518210,7374.0,3.312,891.879,760.958,165.415,62.882,98.683,239.15,,600.678,251.36,14.263,276.498,48.4,32.261,1561.4324,2354.0,1,518210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.21737730597483698,0.07050507972494026,0.12968258432134233,1.1975522365230131,6.6345781657998675,0.0
62732,SYKES ENTERPRISES INC,871237103,2016,518210,7374.0,55.525,1236.403,1460.037,163.336,62.39,,349.024,947.677,511.881,724.522,78.342,276.089,28.86,42.533,1227.50238,2664.0,1,518210,1,SYKES ENTERPRISES INCORPORATED,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,SYKES ENTERPRISES INCORPORATED,1,1,0,0,0.11187113751226853,0.050460893414202325,,4.016833369780491,7.286217056847021,1.80099054479964e-05
62965,SS&C TECHNOLOGIES HLDGS INC,78467J100,2016,511210,7372.0,8.001,5706.971,1481.436,517.378,130.996,152.689,392.252,,3448.393,2258.578,27.926,119.674,28.6,203.043,5807.0298,1114.0,1,511210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.3492408716947611,0.022953682435043043,0.10306823919494329,2.079566533867987,7.300767166620489,0.0
63186,QIAGEN NV,N72482156,2016,334516,3826.0,4.684,4308.194,1337.991,412.136,80.404,176.135,625.942,,1701.098,2607.096,74.536,532.179,28.02,234.56,6572.3712,1028.0,1,334516,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.30802598821666216,0.01866304070800897,0.1316413937014524,1.544152445735471,7.1989245142081515,0.0
63290,PEGASYSTEMS INC,705573103,2016,511210,7372.0,3.908,654.656,750.266,65.27,26.986,145.548,462.926,,318.767,335.889,19.088,133.761,36.0,76.591,2757.276,1761.0,1,511210,1,PEGASYSTEMS INC,1.0,0.0,14.0,0.0,15.0,15.0,0.0,1.0,PEGASYSTEMS INC,1,1,0,0,0.08699581215195677,0.041221649232574056,0.193995196370354,1.3630257341805363,6.6204278103176675,0.0038382804503582393
64088,VIASAT INC,92552V100,2016,334220,3663.0,4.3,2954.653,1559.337,282.381,23.767,129.647,463.115,,1216.722,1734.618,514.692,130.098,63.82,57.601,3676.09582,1481.0,1,334220,1,VIASAT INC,5.0,0.0,10.0,0.0,15.0,15.0,0.0,1.0,VIASAT INC,1,1,0,0,0.18109042496907338,0.00804392258583326,0.08314238679643976,1.4586150226995167,7.352016009905486,0.0034883720930232558
64356,CIENA CORP,171779309,2016,334210,3661.0,5.555,2882.442,2600.573,297.913,72.584,451.794,933.153,,2116.101,766.341,107.185,1052.863,19.38,139.768,2708.70384,1780.0,1,334210,1,CIENA CORPORATION,8.0,0.0,42.0,0.0,50.0,50.0,0.0,1.0,CIENA CORPORATION,1,1,0,0,0.11455667654782235,0.025181426026959088,0.17372863595830612,1.7146984230915934,7.863487084343836,0.009000900090009001
64630,TAKE-TWO INTERACTIVE SFTWR,874054109,2016,511210,7372.0,3.707,3149.154,1779.748,130.665,67.303,137.915,630.376,,2145.426,1003.728,21.167,1730.146,59.27,102.621,6082.34667,1079.0,1,511210,1,TAKE-TWO INTERACTIVE SOFTWARE INC,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,TAKE-TWO INTERACTIVE SOFTWARE INC,1,1,0,0,0.07341769733692634,0.021371771593259647,0.07749130775817699,1.3102229241685952,7.484227060230015,0.0005395198273536552
65021,8X8 INC,282914100,2016,518210,7370.0,1.019,333.855,253.388,4.689,-4.751,27.452,195.648,,45.254,288.601,8.851,174.989,15.25,91.5,1395.375,2490.0,1,518210,1,8X8 INC,12.0,0.0,9.0,0.0,21.0,21.0,0.0,1.0,8X8 INC,1,1,0,0,0.018505217295215242,-0.014230728909257013,0.10833977931078032,0.018821754240587667,5.5349219108067516,0.020608439646712464
65270,SYNTEL INC,87162H103,2016,541519,7370.0,23.011,454.543,966.55,277.214,-57.39,,108.528,,637.63,-183.087,17.513,99.946,19.79,83.635,1655.13665,2305.0,1,541519,1,SYNTEL INC,16.0,1.0,695.0,29.0,741.0,711.0,30.0,0.9595141700404858,SYNTEL INC,1,1,0,0,0.2868077181728829,-0.1262586817968817,,3.135972362468437,6.873733030367701,0.03089826604667333
65380,ELBIT SYSTEMS LTD,M3760D101,2016,541512,7373.0,12.47,4351.864,3260.219,404.289,236.909,291.749,678.182,,2784.623,1559.84,124.221,245.062,101.89,42.746,4355.38994,1323.0,1,541512,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.12400670016339392,0.0544385118652605,0.08948754669548273,2.523325759691945,8.08954965001853,0.0
65607,OSI SYSTEMS INC,671044105,2016,334519,3844.0,5.847,991.723,829.66,112.51,26.157,49.816,222.271,,450.877,540.846,17.688,104.37,58.13,18.912,1099.35456,2804.0,1,334519,1,OSI SYSTEMS INC,0.0,0.0,5.0,0.0,5.0,5.0,0.0,1.0,OSI SYSTEMS INC,1,1,0,0,0.1356097678567124,0.026375308427857378,0.06004387339392041,1.7659287091935336,6.721015978311634,0.0008551393877201984
65986,BLACKBERRY LTD,09228F103,2016,511210,7372.0,4.044,3263.0,1309.0,87.0,-1206.0,306.0,608.0,,1206.0,2057.0,17.0,1378.0,6.96,530.497,3692.25912,1476.0,1,511210,1,BLACKBERRY CORPORATION,1.0,0.0,13.0,1.0,15.0,14.0,1.0,0.9333333333333333,BLACKBERRY CORPORATION,1,1,0,0,0.06646294881588999,-0.36959852896107875,0.23376623376623376,1.397234301158225,7.1770187659099,0.003461918892185955
66032,POWER INTEGRATIONS INC,739276103,2016,334413,3674.0,0.626,555.338,387.393,70.959,47.89,62.31,140.874,,67.233,488.105,12.198,250.457,67.85,29.25,1984.6125,2097.0,1,334413,1,POWER INTEGRATIONS INC,3.0,0.0,4.0,0.0,7.0,7.0,0.0,1.0,POWER INTEGRATIONS INC,1,1,0,0,0.18317057871463865,0.08623576992750362,0.16084441381233014,-0.46840490788203853,5.959439681630503,0.011182108626198083
66326,DESCARTES SYSTEMS GROUP INC,249906108,2016,511210,7372.0,1.198,500.54,203.779,67.78,23.838,35.556,83.576,,69.945,430.595,4.914,38.135,21.85,75.875,1657.86875,2301.0,1,511210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.3326152351321775,0.04762456546929316,0.17448314104986284,0.18065349969325756,5.317036073281179,0.0
66393,MERCURY SYSTEMS INC,589378108,2016,334413,3674.0,0.965,736.496,270.154,45.179,19.742,33.543,86.495,,263.452,473.044,7.885,81.691,24.86,38.675,961.4605,2967.0,1,334413,1,MERCURY SYSTEMS INC,23.0,2.0,9.0,1.0,35.0,32.0,3.0,0.9142857142857143,MERCURY SYSTEMS INC,1,1,0,0,0.16723424417184274,0.026805305120462298,0.12416251471382989,-0.03562717764315116,5.59899216676939,0.03316062176165803
100245,ADVANTEST CORP,00762U200,2016,334515,3825.0,,2078.835,1399.479,166.61,127.466,280.926,650.309,,1095.826,983.009,36.064,855.615,18.666,176.831,3300.727446,1578.0,1,334515,1,ADVANTEST AMERICA INC,5.0,0.0,5.0,0.0,10.0,10.0,0.0,1.0,ADVANTEST AMERICA INC,1,1,0,0,0.11905144700277746,0.061316073666260185,0.20073613108878374,,7.24385530348387,0.0
102696,LOGITECH INTERNATIONAL SA,H50430232,2016,334118,3577.0,6.4,1498.677,2221.427,257.513,205.876,130.525,609.824,,642.566,856.111,31.804,547.533,31.87,162.379,5175.01873,1197.0,1,334118,1,LOGITECH INC,6.0,0.0,11.0,1.0,18.0,17.0,1.0,0.9444444444444444,LOGITECH INC,1,1,0,0,0.1159223328067949,0.13737182861950908,0.05875727629132085,1.8562979903656263,7.705905061156319,0.00265625
109826,MANHATTAN ASSOCIATES INC,562750109,2016,541512,7373.0,3.02,297.14,604.557,203.007,124.234,54.736,151.281,,127.774,169.366,6.843,95.615,53.03,70.234,3724.50902,1469.0,1,541512,1,MANHATTAN ASSOCIATES INC,27.0,0.0,127.0,0.0,154.0,154.0,0.0,1.0,MANHATTAN ASSOCIATES INC,1,1,0,0,0.33579463971139195,0.4180992124924278,0.09053902278858734,1.1052568313867783,6.404495958413531,0.05099337748344371
110039,AMKOR TECHNOLOGY INC,031652100,2016,334413,3674.0,27.9,4092.086,3893.635,842.226,164.19,117.206,401.537,,2688.682,1383.588,650.038,551.518,10.55,238.665,2517.91575,1853.0,1,334413,1,AMKOR TECHNOLOGY INC,0.0,0.0,3.0,0.0,3.0,3.0,0.0,1.0,AMKOR TECHNOLOGY INC,1,1,0,0,0.21630841103493265,0.04012379016472283,0.03010194843635831,3.32862668882732,8.267098447589177,0.00010752688172043011
111064,ULTIMATE SOFTWARE GROUP INC,90385D107,2016,511210,7372.0,3.747,1152.581,781.291,69.656,30.253,120.65,437.509,,720.473,432.108,69.415,89.314,182.35,29.345,5351.06075,1168.0,1,511210,1,THE ULTIMATE SOFTWARE GROUP INC,0.0,0.0,23.0,0.0,23.0,23.0,0.0,1.0,THE ULTIMATE SOFTWARE GROUP INC,1,1,0,0,0.08915500114553988,0.026248046775020586,0.15442389583394664,1.3209555198115503,6.660947679673584,0.006138243928476114
111534,STRATEGY INC,594972408,2016,511210,7372.0,2.133,768.319,512.161,125.67,90.908,73.142,311.344,,216.142,552.177,2.337,590.12,197.4,11.435,2257.269,1969.0,1,511210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.24537206073871304,0.11832064546106501,0.1428105615226462,0.7575294394892135,6.238639028734486,0.0
112158,CELESTICA INC,15101Q207,2016,334413,3674.0,26.4,2822.3,6016.5,257.8,136.3,24.9,236.0,,1583.5,1238.8,64.1,557.2,11.85,140.893,1669.58205,2291.0,1,334413,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,0,0,0.04284883237762819,0.04829394465506856,0.004138618798304662,3.2733640101522705,8.702260973878218,0.0
119275,MKS INC,55306N104,2016,334513,3823.0,4.667,2212.242,1295.342,271.204,104.809,110.579,339.75,,970.45,1241.792,19.123,423.373,59.4,53.673,3188.1762,1613.0,1,334513,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.2093686455005705,0.04737682405451121,0.08536664448462258,1.5405164669676785,7.166530031931401,0.0
