gvkey,conm,cusip,fyear,naicsh,sich,emp,at,revt,oibdp,ni,xrd,xsga,xlr,lt,ceq,capx,che,prcc_f,csho,mktcap,mktcap_rank,r2000_proxy,naicsh_str,tech,Employer,Initial Approvals,Initial Denials,Continuing Approvals,Continuing Denials,total_petitions,total_approvals,total_denials,approval_rate,h1b_employer,h1b_user_pre,h1b_user,post_baha,h1b_user_x_post,operating_margin,roa,rd_intensity,log_emp,log_revt,h1b_intensity
122061,TIBCO SOFTWARE INC,88632Q103,2010,511210,7372.0,2.54,1204.999,754.007,171.437,78.088,124.654,414.271,,395.268,808.568,6.399,245.493,19.64,164.522,3231.21208,1206.0,1,511210,1,TIBCO SOFTWARE INC,3.0,0.0,46.0,0.0,49.0,49.0,0.0,1.0,TIBCO SOFTWARE INC,1,1,0,0,0.22736791568248044,0.0648033732808077,0.165322072606753,0.9321640810304452,6.6254016517844905,0.019291338582677165
122175,VIRNETX HOLDING CORP,92823T207,2010,511210,7372.0,0.011,81.694,0.068,-36.049,41.417,2.412,36.117,,22.241,59.453,0.013,78.091,14.85,49.341,732.71385,2746.0,1,511210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-530.1323529411765,0.5069772565916714,35.470588235294116,-4.509860006183766,-2.6882475738060303,0.0
122902,NETSCOUT SYSTEMS INC,64115T104,2010,541512,7373.0,0.845,527.57,290.54,71.772,37.265,40.628,169.207,,208.011,319.559,8.839,200.598,27.32,42.557,1162.65724,2207.0,1,541512,1,NETSCOUT SYSTEMS INC,1.0,0.0,9.0,0.0,10.0,10.0,0.0,1.0,NETSCOUT SYSTEMS INC,1,1,0,0,0.24702966889240724,0.07063517637469909,0.13983616713705513,-0.16841865162496325,5.671741260444738,0.011834319526627219
122921,QUEST SOFTWARE INC,74834T103,2010,511210,7372.0,3.46,1635.584,767.097,167.597,98.567,151.896,537.648,,603.318,1032.266,13.731,446.817,27.74,92.893,2576.85182,1402.0,1,511210,1,QUEST SOFTWARE INC,2.0,0.0,5.0,0.0,7.0,7.0,0.0,1.0,QUEST SOFTWARE INC,1,1,0,0,0.21848214762930895,0.060264101385193294,0.19801407123219097,1.2412685890696329,6.6426132601245955,0.002023121387283237
125074,RADWARE LTD,M81873107,2010,334119,3576.0,0.611,260.635,144.119,17.508,9.634,31.66,106.459,,75.645,184.99,5.65,89.654,37.51,20.461,767.4921099999999,2682.0,1,334119,1,RADWARE INC,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,RADWARE INC,1,1,0,0,0.12148294118055218,0.03696356974312737,0.2196795703550538,-0.49265831981054176,4.970639347193594,0.0032733224222585926
125360,SYCAMORE NETWORKS INC,871206405,2010,334210,3661.0,0.287,671.02,68.617,-8.079,-14.805,31.685,51.925,,27.017,644.003,0.811,555.138,23.28,28.431,661.87368,2870.0,1,334210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-0.11774050162496175,-0.022063425829334446,0.46176603465613475,-1.248273063222516,4.2285403174422465,0.0
125863,VANTIVA SA,878520204,2010,334220,3663.0,17.858,5220.025,4742.341,481.665,-91.556,196.381,723.16,1579.011,4549.94,667.431,179.132,513.511,4.76,174.229,829.33004,2595.0,1,334220,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.10156692654534964,-0.017539379600672412,0.041410139000970195,2.8824515870950247,8.464286174626158,0.0
126417,FINISAR CORP,31787A507,2010,334119,3577.0,8.065,885.149,948.787,155.589,88.095,117.281,197.028,,185.992,699.157,64.137,314.765,28.09,89.903,2525.37527,1426.0,1,334119,1,FINISAR CORPORATION,4.0,0.0,2.0,0.0,6.0,6.0,0.0,1.0,FINISAR CORPORATION,1,1,0,0,0.16398728060144163,0.099525616591105,0.12361151659961614,2.087533711577172,6.855184326631888,0.0007439553626782394
126615,BLUE COAT SYSTEMS INC,09534T508,2010,334112,3572.0,1.333,819.408,487.113,90.305,47.024,82.186,309.392,,345.06,474.348,11.731,375.939,28.8,44.064,1269.0432,2105.0,1,334112,1,BLUE COAT SYSTEMS INC,11.0,0.0,6.0,0.0,17.0,17.0,0.0,1.0,BLUE COAT SYSTEMS INC,1,1,0,0,0.18538819534687026,0.05738777263585418,0.16872060486991727,0.28743204119657156,6.18849612902134,0.012753188297074268
126721,TELEDYNE TECHNOLOGIES INC,879360105,2010,334511,3812.0,9.2,1557.8,1644.2,229.9,120.5,61.3,310.9,,770.8,786.0,31.0,75.1,43.97,36.363,1598.88111,1852.0,1,334511,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.13982483882739327,0.07735267685197073,0.037282569030531565,2.2192034840549946,7.405009222718033,0.0
128663,SEQUENOM INC,817337405,2010,334516,3826.0,0.237,174.279,47.459,-60.043,-120.844,43.431,94.098,,23.547,150.732,4.927,136.884,8.03,98.849,793.75747,2647.0,1,334516,1,SEQUENOM INC,1.0,0.0,2.0,0.0,3.0,3.0,0.0,1.0,SEQUENOM INC,1,1,0,0,-1.2651551865821022,-0.6933939258315689,0.9151267409764217,-1.439695137847006,3.8598661804105814,0.012658227848101266
130762,INTERSIL CORP  -CL A,46069S109,2010,334413,3674.0,1.762,1672.469,822.4,178.609,26.392,183.313,320.8,,628.272,1044.197,20.771,383.016,15.27,124.552,1901.90904,1701.0,1,334413,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.21718020428015566,0.015780262593805924,0.2229000486381323,0.5664495275139878,6.7122268947009,0.0
132518,ASIAINFO-LINKAGE INC,04518A104,2010,511210,7372.0,8.221,1253.206,343.383,89.391,56.211,36.172,105.317,,312.91,937.868,2.438,294.039,16.57,74.933,1241.63981,2128.0,1,511210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.2603244773328907,0.044853759078714917,0.10534010128631877,2.1066918561699963,5.83884644228747,0.0
133288,SILICON LABORATORIES INC,826919102,2010,334413,3674.0,0.845,727.658,493.341,105.968,73.242,123.821,237.573,,102.228,625.43,13.85,365.862,46.02,43.933,2021.79666,1642.0,1,334413,1,SILICON LABORATORIES INC,14.0,0.0,3.0,0.0,17.0,17.0,0.0,1.0,SILICON LABORATORIES INC,1,1,0,0,0.2147966619437671,0.10065442831659928,0.2509846130769589,-0.16841865162496325,6.201200618509839,0.020118343195266272
133432,WEBSENSE INC,947684106,2010,511210,7372.0,1.442,661.943,332.762,67.61,18.652,54.325,248.862,,530.28,131.663,9.259,77.646,20.25,41.001,830.2702499999999,2592.0,1,511210,1,WEBSENSE INC,4.0,0.0,4.0,0.0,8.0,8.0,0.0,1.0,WEBSENSE INC,1,1,0,0,0.20317824751624283,0.028177652758621212,0.16325481875935355,0.3660310388627573,5.807427519735406,0.005547850208044383
133504,LUMINEX CORP,55027E102,2010,334519,3829.0,,265.81,141.557,20.149,5.231,23.41,85.126,,30.945,234.865,11.102,118.893,18.28,41.245,753.9586,2712.0,1,334519,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,0,0,0.14233842197842567,0.019679470298333394,0.16537507859024989,,4.95270246282546,0.0
134384,STEC INC,784774101,2010,334112,3572.0,0.809,365.654,280.149,41.901,28.538,44.148,92.167,,43.48,322.174,6.415,170.457,17.65,51.046,900.9619,2497.0,1,334112,1,STEC INC,3.0,1.0,7.0,0.0,11.0,10.0,1.0,0.9090909090909091,STEC INC,1,1,0,0,0.14956683764710924,0.07804645922101222,0.15758756947195957,-0.2119563619236453,5.635321604488592,0.012360939431396786
134932,ON SEMICONDUCTOR CORP,682189105,2010,334413,3674.0,14.307,2919.2,2313.4,550.0,290.5,248.0,523.5,,1531.2,1366.0,188.9,623.3,9.88,436.774,4315.32712,1003.0,1,334413,1,ON SEMICONDUCTOR,16.0,0.0,13.0,0.0,29.0,29.0,0.0,1.0,ON SEMICONDUCTOR,1,1,0,0,0.2377453099334313,0.09951356536037272,0.10720152156998357,2.660748927984197,7.746473582861301,0.0020269798000978542
135965,RIBBON COMMUNICATIONS INC,762544104,2010,541512,4813.0,0.968,555.954,249.307,9.788,-10.691,62.786,155.31,,136.998,418.956,17.295,321.332,2.67,277.17,740.0439,2733.0,1,541512,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.03926083102359741,-0.019230008238091643,0.2518421063187155,-0.03252319170556006,5.518685068755452,0.0
136804,CEPHEID INC,15670R107,2010,334516,3826.0,0.576,220.611,212.468,11.219,-5.917,42.503,105.871,,66.949,153.662,13.047,79.538,22.75,60.568,1377.922,2001.0,1,334516,1,CEPHEID,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,CEPHEID,1,1,0,0,0.052803245665229585,-0.02682096540970305,0.2000442419564358,-0.5516476182862459,5.358791388789631,0.003472222222222222
137704,OMNIVISION TECHNOLOGIES INC,682128103,2010,334413,3674.0,1.465,1034.158,956.476,146.471,124.482,88.519,151.336,,282.833,751.325,10.313,466.884,33.59,57.974,1947.34666,1673.0,1,334413,1,OMNIVISION TECHNOLOGIES INC,5.0,0.0,14.0,0.0,19.0,19.0,0.0,1.0,OMNIVISION TECHNOLOGIES INC,1,1,0,0,0.1531360954169263,0.12037038827722651,0.09254701633914494,0.3818552424690307,6.863255697086159,0.012969283276450512
138402,OPNET TECHNOLOGIES INC,683757108,2010,511210,7372.0,0.578,191.823,147.986,24.595,12.401,34.718,96.398,,67.0,124.823,3.407,114.728,38.99,22.228,866.6697200000001,2543.0,1,511210,1,OPNET TECHNOLOGIES INC,2.0,0.0,13.0,0.0,15.0,15.0,0.0,1.0,OPNET TECHNOLOGIES INC,1,1,0,0,0.16619815387942102,0.06464813916996397,0.23460327328260785,-0.5481814103097596,4.997117674695169,0.025951557093425604
138483,BRUKER CORP,116794108,2010,334516,3826.0,5.4,1549.8,1304.9,200.4,95.4,141.4,435.9,,1022.4,524.7,31.9,233.3,16.6,165.229,2742.8014000000003,1357.0,1,334516,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.15357498658901064,0.061556329849012784,0.10836079393056938,1.6863989535702288,7.173881688468201,0.0
139804,TTM TECHNOLOGIES INC,87305R109,2010,334412,3672.0,17.448,1761.952,1179.671,198.468,71.531,,104.801,,929.094,728.255,68.489,216.078,14.92,80.262,1197.50904,2160.0,1,334412,1,TTM TECHNOLOGIES INC,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,TTM TECHNOLOGIES INC,1,1,0,0,0.16824012796788254,0.04059758722144531,,2.859225028899328,7.072990865024662,5.7313159101329664e-05
140759,IXIA,45071R109,2010,334416,3825.0,1.1,589.883,276.815,41.064,11.208,72.488,186.341,,298.403,291.48,14.857,227.778,16.78,67.613,1134.5461400000002,2228.0,1,334416,1,IXIA,5.0,0.0,8.0,0.0,13.0,13.0,0.0,1.0,IXIA,1,1,0,0,0.1483445622527681,0.01900037804106916,0.2618644220869534,0.09531017980432493,5.623349413026694,0.011818181818181818
141913,GLOBAL PAYMENTS INC,37940X102,2010,518210,7374.0,3.753,3350.531,1859.802,429.992,209.238,,850.428,,1878.856,1184.535,98.537,1354.285,51.96,80.335,4174.2066,1029.0,1,518210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.23120310656725826,0.062449205812451815,,1.3225555201528838,7.5282253094279685,0.0
142814,SYNAPTICS INC,87157D109,2010,334419,3679.0,0.586,414.679,514.89,70.8,52.965,86.552,146.579,,128.168,286.511,9.067,209.858,27.5,34.021,935.5775,2452.0,1,334419,1,SYNAPTICS INC,4.0,0.0,4.0,0.0,8.0,8.0,0.0,1.0,SYNAPTICS INC,1,1,0,0,0.13750509817630951,0.1277253007748162,0.16809804035813478,-0.5344354894051245,6.243953285616657,0.013651877133105802
146171,MANTECH INTL CORP,564563104,2010,541512,7373.0,10.1,1590.477,2604.038,245.04,125.096,,150.367,,624.134,966.343,10.257,84.829,41.33,36.429,1505.61057,1912.0,1,541512,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.09410000929325915,0.07865313361966253,,2.312535423847214,7.864818596155931,0.0
147242,VERINT SYSTEMS INC,92343X100,2010,541512,7373.0,2.8,1376.127,726.799,120.595,25.581,96.525,388.354,,1012.898,76.407,8.536,183.545,34.46,37.089,1278.08694,2096.0,1,541512,1,VERINT SYSTEMS INC,3.0,0.0,10.0,0.0,13.0,13.0,0.0,1.0,VERINT SYSTEMS INC,1,1,0,0,0.16592620518190038,0.01858912731165074,0.13280838306051607,1.0296194171811581,6.588649960626738,0.004642857142857143
147660,SRA INTERNATIONAL INC,78464R105,2010,541512,7370.0,7.1,1033.715,1666.629,151.521,18.415,5.0,254.892,,262.152,771.563,13.366,99.313,19.67,56.894,1119.10498,2247.0,1,541512,1,SRA AMERICA INC,3.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,SRA AMERICA INC,1,1,0,0,0.09091465467119557,0.0178143879115617,0.003000067801532315,1.9600947840472698,7.418558302492744,0.00042253521126760566
154039,NETGEAR INC,64111Q104,2010,334119,3577.0,0.654,780.321,902.052,104.924,50.909,39.972,207.762,,279.885,500.436,8.72,270.737,33.68,36.173,1218.30664,2143.0,1,334119,1,NETGEAR INC,1.0,0.0,6.0,0.0,7.0,7.0,0.0,1.0,NETGEAR INC,1,1,0,0,0.11631701941794931,0.06524109949623295,0.04431230128640034,-0.4246479275249383,6.804672168068351,0.010703363914373088
155313,YELLOW PAGES LTD,985572106,2010,511140,2741.0,4.0,9300.248,1679.86,898.844,292.213,,,,3350.179,5121.811,67.408,69.325,6.2,516.018,3199.3116000000005,1217.0,1,511140,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.5350707797078329,0.03141991482377675,,1.3862943611198906,7.426465735591556,0.0
155325,IGATE COMPUTER SYSTEMS LTD,45173H207,2010,541512,7370.0,17.642,872.784,701.699,140.047,133.179,1.0,134.151,,172.949,699.835,11.583,362.371,21.39,65.71,1405.5368999999998,1980.0,1,541512,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.19958272706673374,0.15259101908375955,0.0014251124770022475,2.870282422836575,6.5535045371467815,0.0
156153,ADEIA INC,00676P107,2010,334413,3674.0,0.48,711.854,301.393,130.556,57.346,74.098,167.42,,47.271,664.583,9.846,475.005,22.15,50.593,1120.63495,2244.0,1,334413,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.43317528940619066,0.0805586538812734,0.24585176165338946,-0.7339691750802004,5.7084150609724595,0.0
157635,ATHEROS COMMUNICATIONS INC,04743P108,2010,334413,3674.0,1.778,1154.844,926.832,144.034,54.373,189.673,320.653,,260.085,894.759,14.01,515.801,35.92,72.383,2599.99736,1391.0,1,334413,1,ATHEROS COMMUNICATIONS INC,13.0,0.0,29.0,0.0,42.0,42.0,0.0,1.0,ATHEROS COMMUNICATIONS INC,1,1,0,0,0.15540464722840816,0.047082549677705386,0.20464658104165587,0.5754891370917129,6.831772319368293,0.023622047244094488
158741,SEMICONDUCTOR MFG INTL CORP,81663N206,2010,334413,,10.076,3902.693,1571.281,662.648,13.1,174.9,248.16,,1694.151,2169.538,491.538,679.612,3.66,546.681,2000.8524600000003,1652.0,1,334413,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.42172469469178336,0.0033566565445962565,0.11131045306345587,2.3101563584903637,7.35964648922455,0.0
160232,NETLOGIC MICROSYSTEMS INC,64118B100,2010,334413,3674.0,0.645,712.589,381.745,53.752,-66.371,127.697,202.924,,93.676,618.913,8.569,256.167,31.41,67.511,2120.52051,1581.0,1,334413,1,NETLOGIC MICROSYSTEMS INC,9.0,1.0,17.0,0.0,27.0,26.0,1.0,0.9629629629629629,NETLOGIC MICROSYSTEMS INC,1,1,0,0,0.14080603544250744,-0.0931406462912001,0.3345086379651338,-0.43850496218636453,5.944752846436019,0.040310077519379844
160415,RIGHTNOW TECHNOLOGIES INC,76657R106,2010,511210,7372.0,0.92,378.879,185.522,19.977,28.39,20.154,118.255,,299.282,79.597,6.708,276.707,23.67,32.38,766.4346000000002,2685.0,1,511210,1,RIGHTNOW TECHNOLOGIES INC,2.0,0.0,5.0,0.0,7.0,7.0,0.0,1.0,RIGHTNOW TECHNOLOGIES INC,1,1,0,0,0.10767995170384106,0.07493157446044779,0.10863401645087914,-0.08338160893905101,5.223173473398007,0.007608695652173913
161992,TELVENT GIT SA,E90215109,2010,541512,7373.0,6.163,1661.681,960.486,146.052,61.531,13.767,204.952,,1193.804,467.201,18.071,96.166,26.42,33.723,890.96166,2517.0,1,541512,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.15206051936207293,0.03702936965639012,0.014333368732079384,1.8185636719801062,6.867439406360583,0.0
162449,EXLSERVICE HOLDINGS INC,302081104,2010,518210,7374.0,12.7,305.683,252.753,42.358,26.592,,59.11,,57.137,248.526,19.86,114.497,21.48,29.438,632.3282399999999,2925.0,1,518210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.16758653705396176,0.08699208003061995,,2.5416019934645457,5.532412727266341,0.0
162733,VERIFONE SYSTEMS INC,92342Y109,2010,334119,3578.0,2.565,1075.326,1001.537,133.844,98.827,74.227,251.232,,867.863,206.025,8.556,445.137,33.83,86.832,2937.52656,1289.0,1,334119,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.13363859747567988,0.09190422253344567,0.07411308818346202,0.9419584786227329,6.909291099006564,0.0
162887,DEXCOM INC,252131107,2010,334510,3845.0,0.405,77.164,48.631,-42.853,-55.17,23.227,63.733,,16.171,60.993,6.86,48.552,13.65,62.078,847.3647000000001,2568.0,1,334510,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,0,0,-0.8811868972466123,-0.7149707117308589,0.47761715778001684,-0.9038682118755978,3.8842611876424766,0.0
163772,SPANSION INC,84649R200,2010,334413,3674.0,3.4,1399.305,1168.306,136.037,266.932,100.482,291.065,,775.02,624.285,63.345,354.273,20.7,61.742,1278.0594,2097.0,1,334413,1,SPANSION LLC,4.0,1.0,10.0,0.0,15.0,14.0,1.0,0.9333333333333333,SPANSION LLC,1,1,0,0,0.11643952868512188,0.19076041320512682,0.08600657704402785,1.2237754316221157,7.063310115377124,0.00411764705882353
163927,HITTITE MICROWAVE CORP,43365Y104,2010,334413,3674.0,0.402,405.509,244.256,127.732,77.031,31.467,60.694,,29.757,375.752,14.737,295.49,61.04,31.253,1907.68312,1697.0,1,334413,1,HITTITE MICROWAVE CORPORATION,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,HITTITE MICROWAVE CORPORATION,1,1,0,0,0.5229431416219049,0.18996125856639434,0.12882795100222716,-0.9113031903631159,5.49821685561606,0.004975124378109453
164422,DEALERTRACK TECHNOLOGIES INC,242309102,2010,511210,7372.0,1.2,458.963,243.826,39.313,-27.833,13.386,117.196,,50.046,408.917,10.801,193.053,20.07,40.673,816.3071100000001,2612.0,1,511210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.1612338306825359,-0.060643232678886966,0.05489980559907475,0.1823215567939546,5.496454856151832,0.0
164612,NXSTAGE MEDICAL INC,67072V103,2010,334510,3845.0,1.6,286.094,179.218,-12.264,-31.712,12.9,84.591,,133.965,152.129,1.556,104.339,24.88,53.718,1336.50384,2044.0,1,334510,1,NXSTAGE MEDICAL INC,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,NXSTAGE MEDICAL INC,1,1,0,0,-0.06843062638797442,-0.11084468741043153,0.07197937707149953,0.47000362924573563,5.188602941924997,0.00125
165051,SUNPOWER CORP,867652406,2010,334413,3674.0,5.15,3379.331,2219.23,290.436,178.724,49.09,332.055,,1721.897,1657.434,119.152,761.602,12.83,98.106,1258.69998,2113.0,1,334413,1,SUNPOWER CORP,5.0,0.0,8.0,0.0,13.0,13.0,0.0,1.0,SUNPOWER CORP,1,1,0,0,0.13087241971314373,0.05288739102502832,0.022120284963703628,1.6389967146756448,7.704915567854198,0.002524271844660194
165244,TALEO CORP,87424N104,2010,511210,7372.0,1.164,523.836,237.275,29.399,0.42,46.231,158.16,,155.321,368.515,14.517,141.596,27.65,40.672,1124.5808,2241.0,1,511210,1,TALEO CORPORATION,2.0,0.0,3.0,0.0,5.0,5.0,0.0,1.0,TALEO CORPORATION,1,1,0,0,0.1239026446106838,0.000801777655602135,0.1948414287219471,0.15186234930924603,5.4692198060165556,0.00429553264604811
165680,SUNTECH POWER HOLDINGS  -ADR,86800C104,2010,334413,3674.0,20.231,5217.1,2901.9,344.1,236.9,40.2,244.0,,3336.9,1867.7,276.0,1015.0,8.01,180.072,1442.37672,1957.0,1,334413,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.11857748371756435,0.04540836863391539,0.01385299286674248,3.007216081495277,7.973120973856611,0.0
174077,COMMVAULT SYSTEMS INC,204166102,2010,511210,7372.0,1.268,342.499,314.776,39.677,21.004,36.954,234.215,,154.369,188.13,3.865,218.32,39.88,43.965,1753.3242000000002,1767.0,1,511210,1,COMMVAULT AMERICAS INC,34.0,0.0,13.0,0.0,47.0,47.0,0.0,1.0,COMMVAULT AMERICAS INC,1,1,0,0,0.12604836455129997,0.061325726498471525,0.11739776857193687,0.2374408560150342,5.751861274755087,0.03706624605678233
174118,VOLCANO CORP,928645100,2010,334510,3845.0,1.144,431.566,294.146,31.405,5.24,39.582,170.021,,157.23,274.336,25.302,218.712,27.31,51.366,1402.8054599999998,1982.0,1,334510,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,0,0,0.10676670768937874,0.012141827669464231,0.13456582785419485,0.13453089295760606,5.68407624271384,0.0
174302,CONSTELLATION SOFTWARE INC,21037X100,2010,511210,,3.328,553.911,631.425,116.534,41.804,84.956,252.085,,403.849,150.062,7.098,54.683,49.99,21.192,1059.38808,2304.0,1,511210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.1845571524725819,0.07547060809408011,0.1345464623668686,1.2023715229589622,6.447979169891838,0.0
175111,ACME PACKET INC,004764106,2010,334119,3576.0,,380.144,231.232,74.401,43.037,35.565,123.703,,59.599,320.545,13.316,270.693,53.16,64.4,3423.504,1168.0,1,334119,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,0,0,0.3217590990866316,0.11321236163138179,0.15380656656518127,,5.443421535525175,0.0
175612,MINDRAY MEDICAL INTL,602675100,2010,334510,3845.0,6.391,1150.561,704.309,183.578,155.466,60.316,244.469,,183.958,966.601,65.915,433.505,26.4,114.62,3025.968,1263.0,1,334510,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.26064980001675403,0.13512191009429314,0.08563854785328599,1.8548907506681447,6.557217180315182,0.0
175903,EMDEON INC,29084T104,2010,518210,7374.0,3.0,2488.563,1002.152,243.426,19.546,35.515,146.132,,1433.275,791.525,79.988,99.188,13.54,115.754,1567.30916,1871.0,1,518210,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.24290327215831528,0.007854331998024561,0.0354387358404713,1.0986122886681098,6.90990496674683,0.0
175955,IPG PHOTONICS CORP,44980X109,2010,334413,3674.0,1.76,441.855,299.256,97.537,53.991,19.16,66.905,,100.149,316.6,28.374,147.86,31.62,46.989,1485.79218,1925.0,1,334413,1,IPG PHOTONICS CORPORATION,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,IPG PHOTONICS CORPORATION,1,1,0,0,0.32593164380998213,0.12219166921275078,0.06402544978212635,0.5653138090500605,5.701299394362395,0.0011363636363636363
176261,TRINA SOLAR CO LTD,89628E104,2010,334413,3674.0,12.863,2132.089,1857.689,470.261,311.453,18.625,167.013,,958.442,1173.647,144.124,791.079,23.42,79.282,1856.78444,1721.0,1,334413,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.2531430180186242,0.1460787987743476,0.010025897768679256,2.5543549730965784,7.527088521079294,0.0
176305,HANWHA Q CELLS CO LTD,41135V301,2010,334413,3674.0,10.241,1187.743,1140.453,201.013,114.751,8.106,63.962,,400.726,787.009,96.138,262.313,8.17,84.129,687.33393,2820.0,1,334413,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.17625715395548963,0.09661265105330026,0.007107701939492465,2.3263992710933006,7.039180830879672,0.0
176363,MELLANOX TECHNOLOGIES LTD,M51363113,2010,334413,3674.0,0.508,315.755,154.64,29.215,13.54,56.804,90.652,,34.065,281.69,11.395,253.306,26.17,34.231,895.82527,2508.0,1,334413,1,MELLANOX TECHNOLOGIES INC,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,MELLANOX TECHNOLOGIES INC,1,1,0,0,0.1889226590791516,0.04288134788047695,0.36733057423693743,-0.6772738314036552,5.041099834900075,0.001968503937007874
176556,SOURCEFIRE INC,83616T108,2010,541512,7373.0,0.351,241.074,130.572,17.843,19.977,18.789,86.103,,74.99,166.084,5.403,139.472,25.93,28.136,729.56648,2753.0,1,541512,1,SOURCEFIRE INC,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SOURCEFIRE INC,1,1,0,0,0.13665257482461785,0.08286667164439135,0.14389761970407133,-1.0469690555162714,4.871924798756876,0.002849002849002849
176661,JA SOLAR HOLDINGS CO LTD,466090206,2010,334413,3674.0,10.725,1760.513,1781.936,343.417,265.962,9.669,86.199,,748.368,1012.145,249.461,363.951,6.92,169.976,1176.23392,2188.0,1,334413,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0.1927212874087509,0.15107073904026838,0.005426120803440753,2.3725774648140807,7.4854556926832245,0.0
176781,ARUBA NETWORKS INC,043176106,2010,334119,3576.0,0.681,250.707,266.534,-1.414,-33.998,51.619,191.965,,100.052,150.655,5.299,155.421,16.98,93.606,1589.42988,1856.0,1,334119,1,ARUBA NETWORKS INC,20.0,0.0,8.0,0.0,28.0,28.0,0.0,1.0,ARUBA NETWORKS INC,1,1,0,0,-0.0053051393068051355,-0.13560849916436318,0.19366759963081634,-0.3841929728326246,5.585501815205633,0.041116005873715125
176928,BROADRIDGE FINANCIAL SOLUTNS,11133T103,2010,541512,7373.0,5.4,1794.4,2210.1,393.4,190.0,,241.6,,987.3,807.1,42.7,412.6,19.05,129.2,2461.26,1443.0,1,541512,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,0,0,0.17800099543007103,0.10588497547926883,,1.6863989535702288,7.700793042356877,0.0
177225,CAVIUM INC,14964U108,2010,334119,3576.0,0.633,291.62,206.5,26.223,37.124,60.602,115.905,,57.01,234.61,6.847,90.673,37.68,46.338,1746.01584,1768.0,1,334119,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,0,0,0.12698789346246972,0.12730265413894795,0.2934721549636804,-0.45728485683796083,5.330300412401088,0.0
177227,INSULET CORP,45784P101,2010,334510,3845.0,0.31,156.233,96.966,-29.125,-61.159,16.566,77.928,,90.002,66.231,6.549,113.274,15.5,45.441,704.3355,2793.0,1,334510,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,0,0,-0.30036301383990266,-0.3914601908687665,0.17084338840418292,-1.171182981502945,4.574360401594562,0.0
